instructions,inputs,aspects,outputs
Please extract the sentiment polarity for the given aspect in the review:,A cama é ótima...até estranhei a cama de casa quando voltei....kkkkkk.,cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Por ficar proximo a gar du nort, essa hotel se presta para um so noite.",hotel,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Hotel pequeno, agradável, limpo, com atendimento excelente.",atendimento,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã não está incluído no valor da diária, mas é um serviço oferecido pelo hotel.",café da manhã,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Os quartos são de bom tamanho, com camas confortáveis.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A localização é boa, ficando perto de duas estações de metro, facilitando o deslocamento.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Vale a pena, na minha opinião, pois é muito próximo à estação de metrô que leva as principais atrações da cidade.",cidade,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Além disso, o preço é honesto.",preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O Hotel é muito bem localizado, quartos generosos, uma mini cozinha muito pratica, funcionários no limite da cordialidade americana, a não ser um ou outro mais simpático.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Deixa a desejar o tamanho da toalha que é muito pequena para um Hotel desse padrão e aqualidade do chuveiro, baixo, sem pressão e de dificl acesso.",toalha,negativa
Please extract the sentiment polarity for the given aspect in the review:,"Deixa a desejar o tamanho da toalha que é muito pequena para um Hotel desse padrão e aqualidade do chuveiro, baixo, sem pressão e de dificl acesso.",chuveiro,negativa
Please extract the sentiment polarity for the given aspect in the review:,Estive por uma semana no hotel.,hotel,neutra
Please extract the sentiment polarity for the given aspect in the review:,"A localização é excelente, além de ter um estação ao lado que, além do metrô, tem a linha RER B (direta ao aeroporto), está próxima a pontos importantes, como Louvre, Luxemburg, Notre Dame, etc.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"A localização é excelente, além de ter um estação ao lado que, além do metrô, tem a linha RER B (direta ao aeroporto), está próxima a pontos importantes, como Louvre, Luxemburg, Notre Dame, etc.",aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"O Hall do hotel é muito legal, o quarto é bem prático.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Bem em frente à igreja de Saint-Germain e ao lado dos cafés mais famosos de Paris, esse hotel tem uma localização privilegiada para quem gosta de curtir essa cidade.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Bem em frente à igreja de Saint-Germain e ao lado dos cafés mais famosos de Paris, esse hotel tem uma localização privilegiada para quem gosta de curtir essa cidade.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Bem em frente à igreja de Saint-Germain e ao lado dos cafés mais famosos de Paris, esse hotel tem uma localização privilegiada para quem gosta de curtir essa cidade.",cidade,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Estivemos hospedados, eu e meu marido, do dia 04 a 11 de outubro no Hotel de Suez.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Além da localização q é ótima, o pessoal da recepção é super atencioso, principalmente, Madame Sandrine, que é a simpatia em pessoa e super solícita e amável.",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Além da localização q é ótima, o pessoal da recepção é super atencioso, principalmente, Madame Sandrine, que é a simpatia em pessoa e super solícita e amável.",recepção,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O quarto e o banheiro eram grandes, limpos e bem arrumado todos os dias.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Bom café da manhã, embora sempre igual, sem variações.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Quarto apertado, mas cama confortável.",cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Ou seja, não ouvi nada da rua.",rua,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Hotel excelente, com uma ótima localização, perto do Rockefeller Centre, Bloomingdales, 5a av, e mais importante, perto do metro!",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel excelente, com uma ótima localização, perto do Rockefeller Centre, Bloomingdales, 5a av, e mais importante, perto do metro!",localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Os funcionários, todos muito simpáticos, em especial Sr. Gabriel, um anjo mesmo!",funcionários,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O café da manhã, incluído na diária, gostoso e farto!",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel é bom, o quarto que fiquei era bem espaçoso, assim como o banheiro.",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,A localização é boa e o preço é bem adequado.,localização,positiva
Please extract the sentiment polarity for the given aspect in the review:,A localização é boa e o preço é bem adequado.,preço,positiva
Please extract the sentiment polarity for the given aspect in the review:,O café da manhã é bem variado oferecendo opções saudáveis.,café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel Expressinho é básico para quem precisa passar uma noite em Porto Alegre: o valor é barato, o hotel é limpo, o café da manhã é muito bom.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"O hotel Expressinho é básico para quem precisa passar uma noite em Porto Alegre: o valor é barato, o hotel é limpo, o café da manhã é muito bom.",café da manhã,positiva
Please extract the sentiment polarity for the given aspect in the review:,"No mais possui um banheiro simples e um quarto também, quando estivemos era inverno e o ar-condicionado novo ajudou bastante em esquentar o ambiente!",quarto,positiva
Please extract the sentiment polarity for the given aspect in the review:,"No mais tem um traslado gratuito para o Aeroporto de 15 em 15 minutos, o que ajudou a escolhê-lo!",aeroporto,neutra
Please extract the sentiment polarity for the given aspect in the review:,"Hotel fica muito bem localizado, tudo novinho, banheiro com boa banheira e muito limpo.",hotel,positiva
Please extract the sentiment polarity for the given aspect in the review:,"Hotel fica muito bem localizado, tudo novinho, banheiro com boa banheira e muito limpo.",banheira,positiva
Please extract the sentiment polarity for the given aspect in the review:,Ótima cama!,cama,positiva
Please extract the sentiment polarity for the given aspect in the review:,Os funcionários se esforçaram muito para entender o nosso ingles.,funcionários,positiva
