inputs,instructions,outputs
Please extract the aspect terms in the review:,"Então cuidado com objetos pessoais a solta, viu, gente!!!",Ningún aspecto
Please extract the aspect terms in the review:,"Localização sensacional , perto de tudo , dá pra fazer quase tudo a pé.",localização
Please extract the aspect terms in the review:,"Ala nova do Hotel ficou ótima , confortável dentro da média de 4 estrelas.",hotel
Please extract the aspect terms in the review:,"O único ponto negativo fica por conta dos preços internos de internet(ainda conbram), frigobar e room service que são proibitivos mas pra quem não usa nada disso recomendamos o Hotel.",Ningún aspecto
Please extract the aspect terms in the review:,Nós voltaríamos.,Ningún aspecto
Please extract the aspect terms in the review:,"Quarto limpo e silencioso, bastante agradável.",quarto
Please extract the aspect terms in the review:,Café da manhã de ótima qualidade se levarmos em conta o preço.,café da manhã
Please extract the aspect terms in the review:,Procurei bastante até achar este hotel por um bom preço e fiquei satisfeito.,hotel
Please extract the aspect terms in the review:,Staff bastante atencioso.,Ningún aspecto
Please extract the aspect terms in the review:,Não é um local central mas como o serviço público de transporte em Paris é uma beleza você está bem servido.,Ningún aspecto
Please extract the aspect terms in the review:,A estação de metrô fica a menos de 10 minutos de caminhada tranquila.,Ningún aspecto
Please extract the aspect terms in the review:,Na vizinhança tem bons restaurantes.,Ningún aspecto
Please extract the aspect terms in the review:,Passei uma semana neste hotel do Quartier Latin.,hotel
Please extract the aspect terms in the review:,"Como estava trabalhando, a localização do hotel foi fundamental para os meus raros momentos de lazer.",localização
Please extract the aspect terms in the review:,Aproveitei também para conhecer o Museu da Idade Média (Cluny).,museu
Please extract the aspect terms in the review:,O café da manhã é ótimo (11 euros) e tem wifi.,café da manhã
Please extract the aspect terms in the review:,Minha crítica seria o tamanho do elevador (mal cabia a minha mala).,elevador
Please extract the aspect terms in the review:,Room Tip: Os apartamentos de fundos são mais silenciosos (os sinos da igreja incomodam um pouco).,apartamento
Please extract the aspect terms in the review:,Consegui visitar (mais uma vez) a Notre-Dame e o Panthéon a pé.,Ningún aspecto
Please extract the aspect terms in the review:,"Mto perto da estação de metro, oq melhora mto o conceito do hotel.",hotel
Please extract the aspect terms in the review:,A falta de frigobar nos Ibis é uma falta grave.,frigobar
Please extract the aspect terms in the review:,"Tentaram me cobrar o valor do Cafe da manha de 4 dias sendo que só tomei um e quando reclamei o atente foi grosso e atendeu mau até o fechamento na forma correta, como se eu estivesse errado...",Ningún aspecto
Please extract the aspect terms in the review:,É uma boa relação custo-benefício ficar no Juliz.,custo-benefício
Please extract the aspect terms in the review:,"Os quartos não são dos melhores, mas dá para ter uma razoável noite de sono, ainda mais para quem, como eu, ficou somente uma diária.",quarto
Please extract the aspect terms in the review:,A recepção fechar a noite é um ponto negativo.,recepção
Please extract the aspect terms in the review:,"Ponto positivo para a rede Wi-Fi, que funciona perfeitamente.",Ningún aspecto
Please extract the aspect terms in the review:,"Hotel confortável e luxuoso, com funcionários solícitos e excelente localização.",hotel [ssep] funcionários [ssep] localização
Please extract the aspect terms in the review:,Quartos muito amplos com colchões e lençóis de qualidade e banheiros limpos.,quarto
Please extract the aspect terms in the review:,"Fica a alguns minutos a pé da Broadway, do Rockfeller Center, do MOMA, tem muitos bares e restaurantes a sua volta e lugar para tomar café na mesma rua.",rua
Please extract the aspect terms in the review:,Recomendaria.,Ningún aspecto
Please extract the aspect terms in the review:,"Hotel excelente: limpo, organizado, moderno, bonito e novo.",hotel
Please extract the aspect terms in the review:,"O quarto mais simples (cabine!) é MEGA pequenino, mas bem dividido e pensado: tem espaço para guardar mala, mini mesa para computador, cama super boa, chuveiro delicioso e vista incrível.",cama [ssep] chuveiro
Please extract the aspect terms in the review:,Ficamos hospedados por 14 noites e não nos arrependemos.,Ningún aspecto
Please extract the aspect terms in the review:,"O Staff é atencioso, o hotel é bem localizado e tem balada , logo, público bem jovem.",Ningún aspecto
Please extract the aspect terms in the review:,Voltaria novamente com certeza.,Ningún aspecto
Please extract the aspect terms in the review:,"O staff é ótimo, o hotel é bem charmoso, fica num lugar excelente, ao lado da Opera e a umas 5 quadras do Louvre, duas quadras do metro, perto de ótimos restaurantes...",hotel
Please extract the aspect terms in the review:,O quarto tem um bom tamanho para os padrões de Paris e o preço esteve muito bom pelo conjunto.,quarto
Please extract the aspect terms in the review:,Fui com minha esposa em nossa lua de mel e adoramos.,Ningún aspecto
Please extract the aspect terms in the review:,Superou nossas expectativas!,Ningún aspecto
Please extract the aspect terms in the review:,O Hotel tem uma ótima localização.,hotel [ssep] localização
Please extract the aspect terms in the review:,Os funcionários falam inglês e são prestativos.,funcionários
Please extract the aspect terms in the review:,Internet grátis nos quartos.,internet
Please extract the aspect terms in the review:,Café da manhã pago a parte mas não faltam opções de alimentação próximo ao hotel.,café da manhã
Please extract the aspect terms in the review:,Ande uma quadra e você estará na Champs Elysees.,Ningún aspecto
Please extract the aspect terms in the review:,"Os quartos são pequenos para quem está acostumado com quartos americanos, mas acho que isto é comum em toda Paris.",Ningún aspecto
Please extract the aspect terms in the review:,"Limpos, camas macias (eu prefiro colchões mais firmes).",Ningún aspecto
Please extract the aspect terms in the review:,O hotel é bem apresentado.,Ningún aspecto
Please extract the aspect terms in the review:,Não tenho do que reclamar.,Ningún aspecto
Please extract the aspect terms in the review:,"Otimo Hotel, boa estrutura de alimentação.",hotel
Please extract the aspect terms in the review:,Excelente localização para quem quer conhecer e andar por NY.,localização
Please extract the aspect terms in the review:,"O preço da diária e um pouco caro pois nao inclui o café da manha, senão fica mais Salgado.",preço
Please extract the aspect terms in the review:,"Nao deixar de jantar uma noite no restaurante giratório do 48 andar, a vista e magnifica e o bufet muito bom.",Ningún aspecto
Please extract the aspect terms in the review:,Mas vale muito a pena pois o Hotel nao e daqueles velhos e também caros de NY.,Ningún aspecto
Please extract the aspect terms in the review:,"O Quarto e excelente, muito espaçoso.",Ningún aspecto
Please extract the aspect terms in the review:,"Escolhi o hotel em função do TripAdvisor, fui no escuro e foi uma grata surpresa na minha comemoração de 10 anos de casado.",hotel
Please extract the aspect terms in the review:,"Ambiente agradável, funcionários hiper-atenciosos, café da manha e brunch com proseco incluído na diária, e localização a 50 metros da times square.",funcionários [ssep] localização
Please extract the aspect terms in the review:,Recomendo muito especialmente para casais.,Ningún aspecto
Please extract the aspect terms in the review:,Otavio,Ningún aspecto
Please extract the aspect terms in the review:,"O quarto.. imundo, roupa de cama muito sujas, o chao é sujo demais...",roupa de cama
Please extract the aspect terms in the review:,"Hotel bem localizado, porém muito sujo, levaram 3 dias para fazer a limpeza do WC e da ducha,, no local do banho, muito cabelo pelo ralo, muito cheiro de urina..no WC o cheiro de urina e fezes é demais, tendo ate moscas no local...",Ningún aspecto
Please extract the aspect terms in the review:,"A unica coisa boa que o hotel proporciona é a localizaçao e o valor, mas no fim, nao compensa pagar barato , pois a sujeira é demais.",Ningún aspecto
Please extract the aspect terms in the review:,"Ótima localização , quase nem precisamos de metrô , conhecemos os principais pontos de nosso interesse andando mesmo!",localização
Please extract the aspect terms in the review:,Café da manhã muito bom!,café da manhã
Please extract the aspect terms in the review:,"Em relação ao valor do hotel vale a pena optar por este, pois uns amigos escolheram outros hotéis próximos nos mesmos valores e não tinham café da manhã !",hotel
Please extract the aspect terms in the review:,Com certeza voltariamos!,Ningún aspecto
Please extract the aspect terms in the review:,"O hotel é super bem localizado, com saída de elevador de metrô a 10 passos da porta do hotel.",hotel
Please extract the aspect terms in the review:,"O quarto foi super espaçoso, para 04 adultos, com uma cama de casal e um sofá cama suuuper confortável!",cama
Please extract the aspect terms in the review:,Há lojas e mercados próximos e é possível economizar bastante fazendo compras e comendo no hotel.,lojas
